"gender","avg_exam_score","height","weight","class","annual_income","dominant_hand","stream","character"
"Male",65.4655733354303,1.5499941244149,70.7921502096522,"B1",47404.7770871327,"Left","Arts","Steadfast"
"Male",67.0258962455478,1.6854472041308,72.217455912689,"A2",47582.7921118606,"Right","Arts","Steadfast"
"Male",65.2378280354182,1.71098422207254,67.580648541833,"A1",47217.3461126405,"Left","Arts","Dominant"
"Female",66.5311409446014,1.54449734113761,71.2913494918999,"A1",37230.76853782,"Right","Science","Conscientious"
"Female",70.0958244127815,1.88473063801671,72.8506128006222,"B2",61573.5617403691,"Right","Arts","Steadfast"
"Male",73.4229560914048,1.58874445631905,69.4165730624499,"A2",47544.2112686817,"Right","Science","Steadfast"
"Female",63.481254686834,1.70644736259258,69.8938834798245,"A2",45951.8636675587,"Right","Arts","Conscientious"
"Male",69.5704078735674,1.73055995283937,68.9898942074598,"A1",53680.5043744999,"Right","Arts","Inspirational"
"Female",64.1062552077366,1.68125072395543,71.023590848209,"A1",38916.3036247477,"Left","Science","Inspirational"
"Female",73.6179114907961,1.6399650891148,60.219291379319,"A1",45701.7142773806,"Right","Arts","Inspirational"
"Female",62.0070928625394,1.66501971858359,69.2582025568421,"B2",61547.5587970194,"Left","Science","Steadfast"
"Male",69.0826158653703,1.77493542071094,79.4394956876544,"B2",53606.604534936,"Left","Arts","Inspirational"
"Male",60.7027785517425,1.64219485459892,68.0772094225806,"B2",40370.2964976254,"Right","Arts","Steadfast"
"Male",66.9984693032448,1.67051230827738,73.8639100034145,"B1",53652.6750556638,"Left","Science","Inspirational"
"Male",70.4687682702134,1.63544971480649,62.0709125235184,"B2",52308.099369629,"Right","Science","Conscientious"
"Male",62.091933474096,1.62220828699282,66.6635825998833,"B1",23009.0501642868,"Left","Science","Conscientious"
"Female",59.0953819427032,1.82800439418796,71.1991768059222,"B2",48423.1561584557,"Left","Arts","Inspirational"
"Female",70.4687986994756,1.59857067218892,70.1235529660644,"A1",39527.9295644748,"Right","Arts","Steadfast"
"Female",72.615499836162,1.65292790286961,71.624085347803,"B1",53475.4609263114,"Right","Arts","Steadfast"
"Female",64.1104068452866,1.44162755026171,70.7493558381571,"A2",55131.149901709,"Left","Science","Conscientious"
"Female",65.4200037646079,1.70759049379817,67.5546260594088,"A2",52919.8887782148,"Right","Science","Dominant"
"Female",68.1939916616479,1.75746250658642,70.3764377670724,"B2",34378.8410679947,"Left","Science","Conscientious"
"Male",56.7410352577671,1.65982339904491,73.3568809773354,"A2",46871.4129759466,"Left","Science","Inspirational"
"Female",66.7649613493957,1.51350266208298,75.7397207447804,"B2",53180.9486899001,"Left","Science","Inspirational"
"Male",57.9785806231662,1.51791970617979,76.7717728536788,"A2",66131.5763830934,"Left","Arts","Conscientious"
"Male",65.0798855693319,1.65685502511535,59.9893758496324,"A2",45435.1414105026,"Right","Arts","Inspirational"
"Female",69.5586256752749,1.6237874185744,72.802205646932,"B1",49485.3752310288,"Left","Science","Dominant"
"Male",60.6204552742788,1.77604565261277,69.9902469337043,"B2",58717.4987132266,"Left","Arts","Dominant"
"Male",66.4490922690421,1.51124596607514,63.3116416002886,"A1",42625.9686674522,"Right","Arts","Dominant"
"Male",65.4122761744781,1.70116230462878,70.0129851226133,"A1",46977.9512402575,"Left","Arts","Conscientious"
"Male",67.2304704671065,1.58596371752405,70.2769381379917,"A2",42710.4987468697,"Right","Science","Inspirational"
"Female",62.9897660673185,1.66012653015973,70.3085011141143,"A2",52828.4637868273,"Left","Arts","Steadfast"
"Male",62.9203992638084,1.63083533785043,58.4435579146054,"B1",46811.1015300448,"Right","Arts","Dominant"
"Female",69.1347469999504,1.69186945632228,67.9696344620292,"B2",27665.1604544459,"Right","Arts","Steadfast"
"Male",68.2194031107347,1.80518786274868,75.6759009256299,"B1",49457.9644104265,"Right","Science","Conscientious"
"Female",59.6847724979112,1.58935253099678,72.9096920423239,"A2",50270.9383413567,"Left","Science","Inspirational"
"Female",71.2684982589294,1.48293863595424,69.413519855982,"A2",40632.3289761624,"Right","Arts","Conscientious"
"Male",71.9968300557511,1.54094562473641,71.7545922232607,"B1",50134.4745630804,"Left","Arts","Steadfast"
"Male",65.9994700078976,1.7788596229595,68.5232401738483,"B1",47639.1311960296,"Left","Arts","Inspirational"
"Female",58.1282664749804,1.70564434392352,71.0721679744886,"A2",57847.8867596867,"Right","Arts","Steadfast"
"Male",60.7409858396876,1.72224675369512,72.0654090874622,"B1",42341.2171674024,"Left","Arts","Dominant"
"Female",56.0575993243444,1.49904774219935,68.6061803764926,"A2",39458.483242432,"Right","Science","Conscientious"
"Male",72.3225020008411,1.41527182002425,66.5694279686187,"A1",50377.8900683628,"Left","Science","Conscientious"
"Male",74.7275794936888,1.68450850629149,67.3831458529902,"B2",46517.895491237,"Left","Arts","Inspirational"
"Male",70.3915349100694,1.53916430717873,67.3597186130436,"B2",47942.9192342819,"Right","Science","Dominant"
"Female",62.3488967247365,1.75831784496991,64.7373967163842,"B2",54898.1619164087,"Left","Arts","Inspirational"
"Male",68.6158352223607,1.6422909706307,67.6177119659813,"B2",56304.6454099306,"Left","Arts","Dominant"
"Male",66.1404417310269,1.60301717721705,79.7696940177813,"B1",72984.0259007438,"Right","Science","Conscientious"
"Male",66.2124456751519,1.58072053905479,68.4927790524793,"B1",40541.3061309944,"Right","Arts","Dominant"
"Male",63.6423387158932,1.55430721985567,74.1899980226143,"B1",49844.6257822508,"Left","Science","Steadfast"
"Male",69.7428510793849,1.67872497004852,69.1631142760189,"A1",37104.0525362569,"Right","Science","Inspirational"
"Female",67.11206736862,1.40361201798211,69.3382192933319,"A2",45258.449778009,"Left","Arts","Inspirational"
"Male",76.212796517143,1.60511007591539,70.5223469509292,"A2",63476.2538253104,"Left","Science","Dominant"
"Female",62.1895643493472,1.73425277178343,77.4523657907309,"A1",49317.2794161412,"Left","Science","Steadfast"
"Male",68.0987902248007,1.57123222781965,61.8263904445811,"A2",68037.3260397688,"Right","Arts","Steadfast"
"Male",61.2726072598177,1.68905845635542,69.2700604443574,"A1",52630.4764536757,"Right","Science","Conscientious"
"Male",59.6378348059724,1.71453088482356,66.9643906620891,"B2",46362.694738799,"Left","Science","Inspirational"
"Female",70.0569816280695,1.62163341441066,78.4845567855206,"A2",64572.018487339,"Right","Arts","Steadfast"
"Female",65.8998913050783,1.77493464828731,84.9695293335863,"B1",41630.7526615259,"Left","Science","Dominant"
"Female",66.6795983388378,1.57731950395368,71.3360697390668,"B2",56820.883755992,"Left","Arts","Steadfast"
"Male",71.8819329134813,1.43208304499363,65.7593427900577,"B1",56313.8227999708,"Right","Science","Inspirational"
"Male",59.6176087650911,1.68317783549329,65.2268885440498,"A1",62912.5152075569,"Right","Science","Conscientious"
"Female",59.3597838657715,1.71490245759217,70.5230479522846,"B1",62301.8310543306,"Left","Science","Dominant"
"Female",57.8114840855876,1.71177493221092,70.9229382970628,"B1",41590.2162122413,"Right","Arts","Inspirational"
"Male",61.1275167045005,1.61819682108849,63.8653369326529,"B2",68001.9495661609,"Left","Arts","Inspirational"
"Male",65.3475919145838,1.65112278959241,73.4976130938359,"B2",56744.6404285718,"Right","Arts","Steadfast"
"Female",62.8313167914317,1.621833036966,60.5595576175072,"A2",69704.1664243391,"Right","Science","Dominant"
"Female",53.9022619486125,1.69377492723429,64.2842755131993,"A1",49809.7681220061,"Right","Science","Conscientious"
"Female",67.432795413341,1.54931213125126,69.6591815229915,"B2",59448.4788026782,"Left","Science","Dominant"
"Female",55.5515133323092,1.72582356909023,72.5620738004645,"B1",57604.0479440184,"Left","Science","Steadfast"
"Female",61.5576560573427,1.79032710456043,64.9776910118542,"B1",47021.5441130303,"Right","Science","Inspirational"
"Male",69.512292536875,1.50382674052243,70.2571389747387,"B2",53535.5034640926,"Left","Arts","Steadfast"
"Male",66.4054015464155,1.68925392051873,69.4597880364152,"A2",42843.9175506437,"Left","Arts","Conscientious"
"Female",63.2371350691453,1.76232122743634,67.5162001361786,"A2",33525.8390655325,"Right","Arts","Conscientious"
"Male",70.9690082340258,1.70069655960204,64.0166119152531,"A1",40254.0588836847,"Right","Science","Dominant"
"Male",66.0470059150686,1.80452504193509,66.9583203185347,"A2",53049.2082837943,"Left","Arts","Steadfast"
"Male",65.8449247901505,1.47447411685464,70.9754299646156,"B2",57011.8370154377,"Left","Arts","Dominant"
"Male",64.5299646770026,1.69929422840336,65.1578224582708,"A2",36157.3032036329,"Right","Science","Steadfast"
"Female",59.5078906264337,1.60810626490011,67.7568035938923,"B2",51441.2748031726,"Right","Science","Dominant"
"Male",63.9636266714794,1.66346734732435,71.9023273242212,"A1",40156.9524971561,"Right","Science","Conscientious"
"Female",68.0744521166225,1.68236300620685,60.6202825688925,"B2",40990.7976659032,"Right","Arts","Steadfast"
"Female",70.2343216634944,1.70910759764158,75.5510217606046,"B1",59239.2039470395,"Left","Arts","Steadfast"
"Male",65.9216096243936,1.55794711061573,71.5780469483666,"A2",38347.4042122484,"Left","Science","Dominant"
"Female",62.3103074527662,1.58508045670677,62.6564256332786,"A1",43550.0185236303,"Right","Science","Inspirational"
"Male",62.5988356055997,1.57652001384377,66.5866840807048,"A2",36625.6370452943,"Left","Science","Dominant"
"Male",63.035587834273,1.48014094545359,77.0662192078481,"A2",56781.8321482884,"Right","Science","Conscientious"
"Male",59.8590896679061,1.6621837440403,63.7748279132337,"B2",43803.773192198,"Right","Science","Conscientious"
"Female",66.3999626137711,1.64183630501557,71.3704490840316,"A2",37017.1410948971,"Right","Science","Inspirational"
"Male",70.2260433377423,1.60323769858194,63.3558496483854,"A2",57763.7580667724,"Left","Arts","Steadfast"
"Male",63.5764944992421,1.79951453107519,71.7916305874215,"B2",61632.6712369826,"Left","Arts","Dominant"
"Female",65.1422391677664,1.73769478861711,73.9815743568494,"B1",59176.9562382186,"Right","Arts","Conscientious"
"Female",56.3688581250431,1.58973865896983,75.6245304507446,"B1",49760.0839618695,"Right","Science","Inspirational"
"Female",66.9412728548686,1.52421479096883,69.9906480273579,"A2",62409.9024240418,"Right","Arts","Conscientious"
"Male",59.8723909336189,1.58696215055189,69.2426767713648,"B1",58893.3903946394,"Right","Arts","Inspirational"
"Female",61.2976251519666,1.58578591295682,62.8204085743829,"B1",39193.8924431316,"Left","Science","Conscientious"
"Male",58.4059878598176,1.45630657296995,70.6571694128882,"A1",41723.9947589674,"Right","Science","Conscientious"
"Male",61.4278521642625,1.65586265784062,69.6230715176952,"A1",41444.2673614379,"Right","Science","Steadfast"
"Female",62.2977618632805,1.63613476758111,71.5666766768357,"A2",48186.1677503218,"Right","Arts","Inspirational"
"Male",66.122146048066,1.60364371344505,71.1581771684149,"A2",60432.9341060027,"Right","Arts","Dominant"
"Female",59.2037855876899,1.76845308555438,72.4516407887229,"B1",48341.2445605417,"Right","Science","Conscientious"
"Female",64.318130614875,1.68631610249665,67.3275500102155,"A2",45791.5470854317,"Right","Arts","Dominant"
"Female",72.7765393794084,1.54924981416535,67.6025234820395,"B1",45690.879741468,"Right","Arts","Inspirational"
"Female",69.2840610901513,1.80079466837332,63.2568851548958,"A2",59560.8536678893,"Left","Arts","Inspirational"
"Male",62.667757639856,1.61814492550645,71.6802074484854,"A2",51366.4059476924,"Right","Science","Inspirational"
"Male",59.6422996693217,1.55658610342316,78.1009976671801,"A2",43782.0476621489,"Left","Arts","Dominant"
"Male",62.5836818342239,1.82136575630007,79.632428738766,"B1",55796.1630516922,"Right","Science","Conscientious"
"Female",61.8914748391264,1.75684265243215,78.5723540660185,"B2",30267.1987145258,"Left","Science","Inspirational"
"Female",69.8876532760282,1.82108108269189,74.8391516063057,"A1",70428.4785661333,"Right","Arts","Inspirational"
"Male",63.1122495359375,1.6429946380908,66.3255781336066,"A1",46690.5604837509,"Left","Science","Steadfast"
"Female",63.4161127994479,1.73186228741805,70.8995506694706,"B1",42998.4748041474,"Right","Science","Steadfast"
"Male",59.7867916883906,1.52453259678889,64.1449487913168,"A1",37911.5339254514,"Right","Arts","Steadfast"
"Female",60.8117709985384,1.37610388817908,70.2548756850811,"A2",56971.2061973829,"Left","Arts","Dominant"
"Male",62.9457211408138,1.78255076260285,68.0835584607523,"A2",50646.4392595194,"Left","Science","Dominant"
"Male",64.0164899528384,1.6064270106046,69.4317153363065,"B2",43862.4505801856,"Left","Science","Steadfast"
"Male",72.9701578864653,1.70934068759314,77.4137502956883,"B1",38687.1066287478,"Left","Science","Conscientious"
"Female",65.288405025578,1.73607330880007,73.4129096031303,"B1",74267.512893491,"Right","Arts","Inspirational"
"Female",65.6035758693426,1.75251964972294,68.6204289556781,"B1",63065.4941747188,"Left","Arts","Dominant"
"Male",72.858026920676,1.56906477565614,70.9149868676158,"B1",72065.4025941733,"Left","Science","Dominant"
"Female",75.0932933065809,1.66935332484474,68.0963685214053,"B1",47435.4645803832,"Left","Science","Dominant"
"Female",62.7398920883947,1.7108318328393,67.5281230763803,"A2",56679.2232519818,"Right","Arts","Steadfast"
"Female",74.0005310592716,1.52228113734862,68.4603464715796,"A1",35750.0469552195,"Right","Science","Steadfast"
"Female",71.2851888375423,1.46671317983842,62.3669808947686,"A2",57859.2326644249,"Right","Science","Inspirational"
"Female",65.7549868947457,1.62957030450659,70.6628009918115,"B1",44499.8274388018,"Right","Science","Conscientious"
"Female",61.0809716201228,1.64619350381936,65.9537922915906,"B2",67441.4387261944,"Right","Science","Inspirational"
"Male",63.0418874633671,1.57436718402679,68.6322693382934,"B1",51642.0043318796,"Right","Science","Inspirational"
"Female",69.740360565821,1.65267891327628,78.6188684150102,"B2",38795.8324721908,"Left","Science","Conscientious"
"Male",67.6838127735416,1.4784253873844,73.1005879189796,"A1",55179.1669062586,"Left","Science","Inspirational"
"Male",63.6167101907141,1.64359426530001,67.4328596062861,"B2",48175.7368412166,"Right","Science","Inspirational"
"Male",56.9386580182775,1.67821812840048,74.8178319072383,"A1",52738.6157889973,"Right","Arts","Steadfast"
"Male",62.7321696716603,1.64747060721411,70.4083150141688,"A1",60049.3249652932,"Right","Science","Conscientious"
"Male",66.7710143973302,1.60845177661289,73.0733839959258,"A2",43865.8034961445,"Left","Science","Dominant"
"Male",65.1152219654484,1.67109078611292,73.7199845114311,"B1",59971.9198711797,"Left","Arts","Dominant"
"Female",61.8452759394083,1.60612691686123,75.3155670354885,"B2",46149.6631592812,"Right","Arts","Conscientious"
"Male",72.0774533543929,1.68841885676912,63.0805813665772,"B1",44364.8161038017,"Right","Arts","Steadfast"
"Female",63.8838793851436,1.63635748084391,72.7497986734021,"A2",54297.3544132975,"Right","Arts","Dominant"
"Female",64.4293067671861,1.77479009663639,61.3126720788919,"B2",48084.8398233525,"Right","Science","Dominant"
"Female",74.2462310291772,1.65327500871103,75.282146578941,"B2",46348.4908943412,"Left","Arts","Inspirational"
"Female",62.3953993487164,1.62498993126233,67.2382070755462,"A2",54820.4298311578,"Left","Science","Inspirational"
"Male",62.4743294522334,1.66430943259504,57.6092391305871,"B1",62546.63650841,"Right","Science","Steadfast"
"Female",58.9217385557506,1.81062194195268,70.6739438918303,"A2",47626.9740243254,"Right","Arts","Dominant"
"Male",59.5894584247832,1.72324963900966,63.942766315382,"A2",57883.8199882701,"Left","Arts","Steadfast"
"Male",69.54639585648,1.6491001992799,67.2165554129826,"B1",51725.0568457573,"Left","Science","Dominant"
"Female",70.7125371559896,1.50164144929864,67.5085544260612,"B1",26419.0119339495,"Right","Science","Inspirational"
"Male",53.7515626380735,1.62447279010498,66.7997671240163,"A1",68242.3608380333,"Right","Science","Dominant"
"Male",61.7310566484328,1.63178635264739,71.4225498866159,"B2",42995.3217549281,"Right","Science","Dominant"
"Male",59.47381926467,1.53023526338875,72.302255330515,"B1",30833.43541321,"Left","Science","Inspirational"
"Male",65.6202424937579,1.62681744597184,67.2411451739164,"B2",51017.8278509796,"Left","Science","Steadfast"
"Female",64.3884150926753,1.53816460772335,74.1980832797359,"A2",48294.6283754761,"Right","Science","Steadfast"
"Female",74.3522246163301,1.65721777811943,72.455911403254,"A2",44883.3696084884,"Left","Science","Dominant"
"Female",71.5369063218006,1.8098394939754,67.0774395019631,"B2",61225.5903567728,"Right","Arts","Steadfast"
"Female",62.839900019633,1.58153683138078,69.9585909814135,"A2",61082.3717049973,"Right","Science","Dominant"
"Male",62.8763953803823,1.78221798060031,73.1553812321209,"A1",41747.4693529846,"Left","Arts","Dominant"
"Male",71.6982687112163,1.67955262790945,69.6138810429461,"B1",41429.9254937031,"Right","Arts","Dominant"
"Male",61.2422222057495,1.77310991612443,71.5442594580662,"A1",54794.3068338284,"Left","Arts","Dominant"
"Male",53.1455466244652,1.80027279717298,66.4608961180175,"B2",58481.1085673195,"Left","Science","Dominant"
"Male",61.141299213703,1.5607243266768,76.9552731507145,"A1",40465.8798072192,"Right","Science","Inspirational"
"Male",55.5513220473855,1.78779643283211,70.5118868256893,"A1",57120.3295834085,"Left","Science","Inspirational"
"Male",59.4735694329103,1.83474385841967,72.2959402476886,"A2",48752.3313257423,"Right","Science","Inspirational"
"Male",67.6459274911649,1.62717982804329,70.7264788725168,"A1",58465.1087650216,"Right","Science","Conscientious"
"Male",68.4671736631266,1.55436597859735,78.1616219674704,"B1",39194.4060463228,"Right","Arts","Steadfast"
"Female",64.6219235982759,1.58855963114549,74.7861386786727,"B1",57478.2307988432,"Left","Science","Inspirational"
"Male",63.2973160241656,1.81266133484163,77.3045000600761,"A2",72820.0209707511,"Left","Arts","Inspirational"
"Male",55.567872279593,1.59650481209249,71.6827341192037,"B1",63423.3210066945,"Right","Arts","Inspirational"
"Male",60.2445870821207,1.60608169039895,68.3105031389539,"B2",48777.0901943825,"Left","Science","Conscientious"
"Male",73.0965458679313,1.48393813719705,70.1919877498131,"A2",50748.3609376646,"Right","Science","Steadfast"
"Female",65.5475721191906,1.63754399965118,74.7693458727617,"B2",53067.07861315,"Left","Science","Conscientious"
"Male",58.9508270855224,1.59323290758127,72.8712150650486,"B1",52286.132172619,"Left","Arts","Conscientious"
"Male",68.4619639998658,1.58628219032836,67.3125301202092,"A1",39328.7521358834,"Right","Arts","Inspirational"
"Male",64.9726002842998,1.69080060277976,64.6030692723745,"B1",57293.4813316848,"Right","Science","Inspirational"
"Female",61.493475440428,1.6502390067164,75.9982251090502,"B1",72455.6338287095,"Right","Science","Dominant"
"Female",68.4704656918629,1.69976287128654,67.2865464694748,"B2",68924.2042447302,"Right","Arts","Conscientious"
"Male",64.8525364589225,1.59238818568117,70.3599557696111,"B1",48092.3544933999,"Left","Arts","Inspirational"
"Male",66.0360672706929,1.58351685046073,60.7440159622044,"A2",49065.2463453491,"Left","Arts","Steadfast"
"Male",67.9525971440744,1.66250972459687,68.8430927859792,"A1",36448.4880688577,"Right","Science","Conscientious"
"Female",82.4046209563487,1.69624837256734,71.0958636525829,"B1",59190.9768027959,"Left","Arts","Inspirational"
"Female",60.6486326590452,1.63177851350194,75.0138908270251,"A1",34502.8713326071,"Left","Arts","Conscientious"
"Female",58.4367185364649,1.65803597435888,70.8395799427499,"A1",42326.7158243178,"Left","Arts","Dominant"
"Male",64.3923673775773,1.63299169652382,67.3954340821736,"A2",44963.6682132007,"Right","Science","Conscientious"
"Male",61.7016680146479,1.79689287765793,65.349976021934,"A1",56418.7440015766,"Left","Arts","Inspirational"
"Male",62.7802444461907,1.76661712532365,65.6662810461596,"B2",51809.0201084713,"Left","Arts","Conscientious"
"Female",66.0026593925651,1.61719880483769,67.4316358525137,"A1",54686.3854150633,"Right","Arts","Steadfast"
"Male",68.3957689259041,1.59372285362784,73.2666322948152,"B1",61560.2122464528,"Left","Arts","Dominant"
"Female",61.3103020477957,1.67366317681015,66.7072802290123,"A2",45093.4437984204,"Left","Science","Inspirational"
"Female",73.1244905898703,1.63147354733957,66.9646923050378,"A1",46595.2043614886,"Right","Arts","Steadfast"
"Male",65.0994471064659,1.60542263175295,70.71726668198,"B2",54359.0203943543,"Right","Arts","Dominant"
"Male",72.7070313830682,1.64523263300001,73.8985940376195,"A1",47785.0012485366,"Right","Arts","Steadfast"
"Male",62.3364757428481,1.79169518779146,76.0696314550575,"A1",57297.6730984585,"Right","Arts","Conscientious"
"Male",72.7418309827206,1.59574105591067,71.4042314277767,"A2",52235.8788819691,"Right","Arts","Inspirational"
"Female",60.4516905349503,1.65847372095741,63.2922697856913,"B1",47931.0717297204,"Right","Science","Inspirational"
"Male",69.9856476224065,1.57043313784034,73.8069910664843,"A2",49309.0735085883,"Left","Arts","Inspirational"
"Female",59.9662198277424,1.65846309690921,77.7383039695012,"B2",63001.6700720476,"Left","Science","Conscientious"
"Female",60.1838964798348,1.67954246198405,66.0674396744174,"A2",54798.2980014892,"Right","Arts","Steadfast"
"Female",72.1400282153656,1.69691078695056,71.7546312521266,"A2",61094.2423792498,"Right","Science","Dominant"
"Male",63.4158546816446,1.71976087895674,73.5768835135846,"B2",28145.5417278396,"Right","Arts","Dominant"
"Female",62.0466847947387,1.77171784373624,82.0369025289192,"A1",71301.8410096241,"Right","Science","Dominant"
"Female",66.9982591369056,1.73067298406082,72.4173147824667,"B1",51012.5507099833,"Left","Science","Dominant"
"Male",52.3308770135742,1.65986200274073,70.1253075835443,"B2",59880.0290194837,"Left","Science","Conscientious"
"Female",64.679162649171,1.57655155162004,69.4626809964176,"A2",41372.7693914447,"Left","Arts","Steadfast"
"Female",65.9615811476055,1.55541043888394,72.8325717858841,"B2",44675.6045385262,"Left","Science","Dominant"
"Female",65.94004972078,1.66706360458119,73.0484539938834,"A1",57273.9838287321,"Right","Arts","Steadfast"
"Female",61.5673382769244,1.44790264058947,69.9477611386617,"A1",49741.7912306086,"Right","Science","Conscientious"
"Male",63.7303293395635,1.60070992698301,71.6600224437051,"B1",51520.1859759726,"Left","Arts","Steadfast"
"Female",68.7913950360653,1.50635032606655,69.0090419620978,"B2",48171.5496086582,"Right","Arts","Conscientious"
"Female",66.4654283053787,1.74744348395886,59.8723523320558,"A2",53800.972608318,"Left","Science","Inspirational"
"Male",73.9849930402254,1.6502036800827,72.0235974221594,"B2",28578.5292717338,"Right","Arts","Inspirational"
"Female",64.8166447611333,1.65615511182316,74.4492113701341,"A2",51577.4122456525,"Left","Arts","Dominant"
"Male",57.6006882443609,1.7253290118832,66.8845753176946,"B1",47707.3285710952,"Right","Science","Dominant"
"Male",67.5306359185876,1.59303675617023,66.0359250090938,"B1",59309.7515804897,"Left","Science","Steadfast"
"Female",55.3582778950189,1.80521752709068,69.1704475312604,"B2",43140.7096963424,"Left","Arts","Conscientious"
"Female",71.8070279392244,1.75804104529037,68.6501623679541,"A1",48867.5621180592,"Right","Arts","Conscientious"
"Female",65.968102970539,1.52226391231167,63.9893207868624,"A1",50731.7615525179,"Right","Arts","Inspirational"
"Male",59.5745786651256,1.76041786074084,65.2724561194087,"B2",43888.1435644368,"Right","Science","Inspirational"
"Female",57.3638166454895,1.5811341091069,75.3484066075286,"A2",43892.896365683,"Right","Science","Dominant"
"Male",69.1559356847479,1.6084138748933,70.7642650016436,"B1",53952.6494349475,"Right","Arts","Dominant"
"Male",63.0533645129392,1.58736500166612,79.7258621964808,"B1",42172.7835738783,"Left","Arts","Dominant"
"Female",63.6023144758039,1.5998433078027,66.7797563553821,"B1",40481.8296508031,"Left","Arts","Steadfast"
"Female",57.4467129317215,1.66336681735478,67.0604307745638,"B1",50984.190941985,"Left","Science","Dominant"
"Female",71.833022884393,1.4919962838587,67.3063104503215,"B2",54056.8641861918,"Right","Science","Conscientious"
"Male",68.2770644342515,1.39277486417602,70.2598965195608,"B1",38106.9625790216,"Left","Arts","Steadfast"
"Male",61.6594187407316,1.53836665894086,69.7910153068331,"A1",52542.4176557245,"Left","Science","Inspirational"
"Female",62.4422929959222,1.49927438522917,66.1694879386402,"A1",40970.9469055147,"Left","Science","Conscientious"
"Female",59.703188012772,1.56497051755414,61.8229922650741,"A1",45034.5596988618,"Right","Arts","Steadfast"
"Male",66.2902725562681,1.68985438995949,70.6976433897915,"A2",40419.1141157151,"Left","Arts","Dominant"
"Female",59.3425861417282,1.71433683591698,62.0571372263219,"A1",55422.5711911827,"Left","Science","Dominant"
"Male",71.3489781032836,1.71640882872232,73.59330569373,"A2",48293.7484432647,"Left","Arts","Inspirational"
"Male",65.5707789751079,1.69495280539384,66.8373246222644,"B1",45820.5966366137,"Left","Arts","Steadfast"
"Female",64.0644187718218,1.66503942777865,66.1855974537944,"B1",42936.9501989176,"Right","Arts","Conscientious"
"Female",58.0974353404756,1.5876303147033,75.287135954976,"B2",52726.0423517313,"Right","Science","Steadfast"
"Female",65.3769990857977,1.51444672263459,76.5598922249498,"A1",49495.7854108968,"Right","Arts","Inspirational"
"Male",70.3090494968644,1.62430039289183,77.3136271019714,"A1",47238.2728044389,"Right","Arts","Inspirational"
"Female",56.5690811501125,1.81869111470613,69.9229694395789,"A2",44593.338210765,"Right","Science","Conscientious"
"Male",57.6734971145331,1.71607641050485,70.7226890735777,"A1",45416.1734932748,"Right","Science","Inspirational"
"Female",51.8725289895315,1.65983641949676,78.3904670513588,"A1",41908.9037007218,"Left","Science","Conscientious"
"Male",58.9232363339032,1.84638377248964,66.2557161012742,"A1",51150.5944978171,"Left","Science","Steadfast"
"Male",63.2229054783454,1.75371683019696,73.3634931491841,"A2",48456.1222833564,"Left","Science","Dominant"
"Male",67.0682473537853,1.56038993129231,72.4376231087198,"B1",42618.1287211259,"Right","Science","Dominant"
"Female",64.5182425662179,1.5864360992773,79.9141725410568,"A2",61161.5846794127,"Right","Arts","Dominant"
"Female",62.0375654071766,1.6745871284669,65.7218547319127,"A2",26891.7485896864,"Left","Science","Inspirational"
"Male",64.7559160883503,1.79720070726696,72.1248180839458,"B2",36192.7086156461,"Right","Science","Inspirational"
"Female",72.013543743232,1.85659545442694,66.1907336311462,"B1",36306.9469358628,"Left","Science","Conscientious"
"Female",70.953048008892,1.84320432307272,69.1130747344217,"B2",58454.7688961912,"Left","Arts","Steadfast"
"Male",65.0555182159192,1.61459443975658,73.2164437974911,"A2",57625.4304696119,"Left","Science","Dominant"
"Female",73.6143793267773,1.50117638368802,66.8806444351139,"B2",63147.4434985413,"Left","Science","Dominant"
"Female",62.6923645594641,1.76432955570816,74.3717858478089,"A1",58819.153472614,"Right","Arts","Inspirational"
"Female",61.1605722114845,1.64088078194661,67.3205338649947,"B2",60751.3290869651,"Right","Arts","Dominant"
"Male",72.8743025843518,1.49377566320792,75.6548503302925,"B2",48595.853911854,"Right","Science","Conscientious"
"Male",64.1667357426651,1.6105109067354,73.0408429008415,"A1",45477.3351584857,"Left","Arts","Conscientious"
"Female",65.1646153477946,1.56314884086596,65.1727680983857,"A2",60743.3052488661,"Left","Science","Conscientious"
"Female",63.4858366122614,1.71872195809,70.4452190724329,"B2",59424.6837660108,"Right","Arts","Inspirational"
"Female",52.3215269902599,1.63071078711625,69.5714584621966,"A1",44407.1830844998,"Right","Arts","Conscientious"
"Female",66.5090064876911,1.74363380265634,59.1192330097524,"B2",34269.4193722703,"Left","Science","Dominant"
"Female",63.7156061870123,1.57570837202164,56.9605553567928,"B1",34488.9392213478,"Right","Science","Conscientious"
"Male",67.060090678695,1.44037411485958,67.9014153695664,"B1",65182.885045541,"Left","Science","Conscientious"
"Male",75.7036089738998,1.66378067305047,72.5382692165818,"A2",31320.8932932907,"Right","Arts","Inspirational"
"Female",62.9605314396397,1.71135148736118,57.3103549064436,"A1",49097.5088642242,"Left","Arts","Steadfast"
"Male",63.1677440906644,1.72835885595579,65.6752427344939,"B2",39071.3056188543,"Left","Science","Inspirational"
"Female",60.576321619973,1.67208692469426,67.1561996888161,"B1",59220.3937668937,"Left","Arts","Inspirational"
"Female",62.4039109789078,1.72929901019626,67.4378020160076,"A2",44574.0997725796,"Right","Science","Conscientious"
